Customer Business Plan: Plan #,Customer Account: Account Name,Customer Account: Zip/Postal Code,Customer Account: Address 1,Customer Account: D&B Address line 1,Customer Business Plan: Created Date,Created Quarter,Customer Business Plan: Last Modified Date,Year,Plan Status,Was the plan originally Approved?,Customer Account: Is Direct Reseller,Customer Account: Is Direct Service Provider,Customer Account: Is Distributor Account,Customer Account: Is Aggregator,Customer Account: Is Services Only,Customer Account: Is Cloud,Customer Account: Is Resell,Customer Account: Is Subscriptions Eligible,Customer Account: Cloud Eligible,Customer Account: Cloud Activated,Define Customer’s marketing capability,Define Customer’s pre-sales scalability,Customer Account: Managed Customer,Managed Customer,Plan End Date,Executive Sponspor Present  Present,Quarter,Region,Geo,Skip Customer Approval,Total # of Employees,KPI Compliant,KPI Compliant Failure Reason,Place Country
CP-0000038742,ABC1677,1200,"Handelskai 94-96,",Handelskai 94-96,22/03/2022,Q1,07/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,1 Limited scope for scaling Customer pre-­sales,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,360,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,AUSTRIA
CP-0000036776,ABC1690,1120,Dell Gesm. b.H.,,19/01/2022,Q1,21/08/2022,2023,Approved,1,0,0,1,0,0,0,0,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,1,,AUSTRIA
CP-0000037256,ABC1812,1090,Liechtensteinstrasse 111115,Liechtensteinstrasse 111115,17/02/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,1,0,1,1,0,1,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,4,1,,AUSTRIA
CP-0000039208,ABC129,3131,353 Burwood Hwy,353-383 Burwood Hwy,14/04/2022,Q2,05/05/2022,2022,Pending Internal Approval,0,0,0,0,0,0,0,1,0,0,0,,,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,AUSTRALIA
CP-0000037338,ABC169,2018,61 Dunning Avenue,Private Bag 20,23/02/2022,Q1,23/05/2022,2023,Approved,1,0,0,1,1,0,0,0,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,235,1,,AUSTRALIA
CP-0000037305,ABC317,2231,"238 Captain Cook Dr,",60-62 Alexander Ave,21/02/2022,Q1,15/08/2022,2023,Approved,1,0,0,1,1,0,0,0,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,104,1,,AUSTRALIA
CP-0000026160,ABC319,2913,5/19 Tooth Street,,05/05/2021,Q2,23/05/2022,2022,Draft,0,0,0,0,0,0,1,1,1,1,1,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000035249,ABC378,2231,"238 Captain Cook Dr,",60-62 Alexander Ave,21/10/2021,Q4,15/08/2022,2022,Draft,0,0,0,1,1,0,0,0,1,0,0,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000038733,ABC459,3006,"Level 4, IBM Tower,",L 6 60 CITY RD,22/03/2022,Q1,30/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000038711,ABC460,3162,"Level 1 936 Glen Huntly Road, Caulfield South, VIC",L 1 936 Glen Huntly Rd,21/03/2022,Q1,23/05/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,15,1,,AUSTRALIA
CP-0000039166,ABC530,2113,1 Lyonpark Road,,12/04/2022,Q2,23/05/2022,2023,Approved,0,0,0,0,0,0,1,1,1,1,1,1 Customer has limited marketing capability,5 Customer pre-­sales is already very scalable,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,AUSTRALIA
CP-0000039160,ABC531,2000,SoftwareONE Australia,"Softwareone Australia Level 8, 189 Kent Street",12/04/2022,Q2,23/05/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,AUSTRALIA
CP-0000039164,ABC532,6008,Arcadia Chambers,L 3 1 ROYDHOUSE ST,12/04/2022,Q2,23/05/2022,2023,Draft,0,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,73,0,,AUSTRALIA
CP-0000037613,ABC631,2000,"Level 15, 2 Market Street",Level 20 2 Market St,08/03/2022,Q1,30/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,1,1,0,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,615,1,,AUSTRALIA
CP-0000024914,ABC696,3121,"79 Swan St, Richmond",79 Swan Street,17/02/2021,Q1,23/08/2021,2022,Draft,0,0,0,0,0,0,1,1,1,1,1,,,No,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000039165,ABC719,3179,1B Dalmore Drive,Avnet Disti Po,12/04/2022,Q2,23/05/2022,2023,Draft,0,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,2 Customer pre-­sales could scale up but there is limited desire to do so,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,89,0,,AUSTRALIA
CP-0000038705,ABC722,4153,"lvl 2 303 Adelaide St,",L 7 60 EDWARD ST,21/03/2022,Q1,30/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,0,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000025772,ABC725,2000,"Darling Park, Tower 3",201 Sussex St,24/03/2021,Q1,24/11/2021,2022,Submitted to Customer,0,0,0,0,0,0,0,1,1,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,AUSTRALIA
CP-0000038713,ABC756,4006,501 Ann St,501 Ann Street,21/03/2022,Q1,13/07/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000038708,ABC757,3000,"Level 1, Rialto Podium",,21/03/2022,Q1,30/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,1,1,1,0,1,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000038712,ABC759,4000,Suite 12,L 27 101 Collins St,21/03/2022,Q1,30/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,0,0,0,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000025156,ABC908,4000,"Lvl 22, 144 Edward St",,25/02/2021,Q1,23/05/2022,2022,Draft,0,0,0,0,0,0,0,1,0,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,40,0,,AUSTRALIA
CP-0000025157,ABC1021,3000,"Level 1, Rialto Podium",,25/02/2021,Q1,23/05/2022,2022,Draft,0,0,0,0,0,0,1,1,1,0,1,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000039192,ABC1053,2065,"4 / 39 Herbert St,",U 4 39 HERBERT ST,13/04/2022,Q2,03/08/2022,2023,Draft,0,0,0,0,1,0,0,0,0,0,0,,,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000024314,ABC1081,2000,Level 7 477 Pitt Street Haymarket NSW 2000 Australia,L 7 477 Pitt St,18/01/2021,Q1,23/05/2022,2022,Submitted to Customer,0,0,0,0,0,0,1,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,212,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000024313,ABC1082,3168,352 Ferntree Gully Road,352 FERNTREE GULLY RD,18/01/2021,Q1,23/05/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,2 Customer pre-­sales could scale up but there is limited desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000024315,ABC1083,4153,"lvl 2 303 Adelaide St,",L 7 60 EDWARD ST,18/01/2021,Q1,23/05/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,0,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000024196,ABC1108,2018,61 Dunning Avenue,Private Bag 20,05/01/2021,Q1,23/05/2022,2022,Draft,0,0,0,1,1,0,0,0,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,233,0,,AUSTRALIA
CP-0000025280,ABC1191,4219,29/340 Hope Island Rd,,01/03/2021,Q1,28/02/2022,2022,Draft,0,0,0,0,0,0,0,1,0,0,0,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000025892,ABC1313,2000,"Level 15, 2 Market Street",Level 20 2 Market St,31/03/2021,Q1,23/05/2022,2022,Approved,0,0,0,0,0,0,1,1,0,1,1,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,1,0,0,,AUSTRALIA
CP-0000025852,ABC1327,2000,"L7 , 309 George Street",Shop 2 37 Princess Hwy,31/03/2021,Q1,28/02/2022,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000025855,ABC1338,6000,"Ground Floor, 30 The Esplanade",L8 30 THE ESPLANADE,31/03/2021,Q1,28/02/2022,2022,Draft,0,0,0,0,0,0,0,1,0,0,0,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000025853,ABC1345,3000,Level 17,,31/03/2021,Q1,28/02/2022,2022,Draft,0,0,0,0,0,0,0,1,0,0,0,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000025854,ABC1351,2260,23 Parry Avenue,,31/03/2021,Q1,28/02/2022,2022,Draft,0,0,0,0,0,0,1,1,0,1,1,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000039178,ABC1371,6000,"Ground Floor, 30 The Esplanade",L8 30 THE ESPLANADE,13/04/2022,Q2,30/06/2022,2023,Draft,0,0,0,0,0,0,0,1,0,0,0,,,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000039175,ABC1372,2000,"L7 , 309 George Street",Shop 2 37 Princess Hwy,13/04/2022,Q2,13/04/2022,2023,Draft,0,0,0,0,0,0,0,1,1,0,0,,,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000039179,ABC1373,2260,23 Parry Avenue,,13/04/2022,Q2,13/04/2022,2023,Draft,0,0,0,0,0,0,1,1,0,1,1,,,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000035256,ABC1442,2113,67 Epping Road,SUITE 2.01 CITY VIEWS BUSINESS PARK 67 EPPING ROAD,03/11/2021,Q4,08/12/2021,2022,Draft,0,0,0,0,0,0,0,0,0,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,198,0,,AUSTRALIA
CP-0000037780,ABC1459,2113,26 Talavera Road,26 Talavera Road,09/03/2022,Q1,30/05/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,5206,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000039174,ABC1472,4219,29/340 Hope Island Rd,,13/04/2022,Q2,13/04/2022,2023,Draft,0,0,0,0,0,0,0,1,0,0,0,,,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000039191,ABC1473,2060,Northpoint Building,,13/04/2022,Q2,23/05/2022,2023,Draft,0,0,0,0,1,0,0,0,1,1,1,,,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,180,0,Account Planning Actions-Min. 1 Action Required,AUSTRALIA
CP-0000031794,ABC1479,3000,"Level 41, 242 Exhibition Street",,14/09/2021,Q3,24/05/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,30000,0,Planner- Incomplete Planned Total FY >1,AUSTRALIA
CP-0000038710,ABC1491,2113,505/32 Delhi Rd,U 505 32 Delhi Rd,21/03/2022,Q1,19/08/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000038967,ABC1523,3000,"Level 41, 242 Exhibition Street",,05/04/2022,Q2,30/06/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,30000,1,,AUSTRALIA
CP-0000038706,ABC1528,4000,"Lvl 22, 144 Edward St",,21/03/2022,Q1,30/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,0,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,40,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000038707,ABC1529,2913,5/19 Tooth Street,,21/03/2022,Q1,03/08/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000038811,ABC1578,QLD 4066,LEVEL 1,L 8 100 Arthur St,29/03/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,0,1,1,0,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000038753,ABC1590,2100,114-120 Old Pittwater Road,,23/03/2022,Q1,23/05/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,1 Limited scope for scaling Customer pre-­sales,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,AUSTRALIA
CP-0000038762,ABC1611,2000,Level 7 477 Pitt Street Haymarket NSW 2000 Australia,L 7 477 Pitt St,24/03/2022,Q1,23/05/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,212,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,AUSTRALIA
CP-0000039177,ABC1613,3000,Level 17,,13/04/2022,Q2,13/04/2022,2023,Draft,0,0,0,0,0,0,0,1,0,0,0,,,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000038703,ABC1615,3162,"Level 1 936 Glen Huntly Road, Caulfield South, VIC",L 1 936 Glen Huntly Rd,21/03/2022,Q1,23/05/2022,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",ANZ,APAC,0,15,0,,AUSTRALIA
CP-0000038813,ABC1617,3131,353 Burwood Hwy,353-383 Burwood Hwy,29/03/2022,Q1,09/08/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,0,0,0,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000024316,ABC1646,2000,SoftwareONE Australia,"Softwareone Australia Level 8, 189 Kent Street",18/01/2021,Q1,23/05/2022,2022,Draft,0,0,0,0,0,0,0,1,1,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,,AUSTRALIA
CP-0000038709,ABC1654,2064,"9 - 11 Dickson Avenue,",9-11 DICKSON AVE,21/03/2022,Q1,30/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,1,1,1,1,1,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000038806,ABC1676,2000,"Darling Park, Tower 3",201 Sussex St,28/03/2022,Q1,23/05/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,1,,AUSTRALIA
CP-0000024328,ABC1689,QLD 4066,LEVEL 1,L 8 100 Arthur St,21/01/2021,Q1,23/05/2022,2022,Approved,1,0,0,0,0,0,1,1,0,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,1200,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000024329,ABC1719,4006,501 Ann St,501 Ann Street,21/01/2021,Q1,13/07/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,56,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000038704,ABC1837,3168,352 Ferntree Gully Road,352 FERNTREE GULLY RD,21/03/2022,Q1,30/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,0,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,2 Customer pre-­sales could scale up but there is limited desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRALIA
CP-0000038752,ABC1886,2113,118 Talavera Road,118 Talavera Rd,22/03/2022,Q1,23/05/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",ANZ,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,AUSTRALIA
CP-0000038938,ABC128,CP 1164,"Ing. Huergo 953/969,",Avenida Ingeniero Hurgo 953,04/04/2022,Q2,21/08/2022,2023,Submitted to Customer,0,0,0,1,0,0,0,0,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,23,1,,ARGENTINA
CP-0000038954,ABC157,C1088AAQ,Gral Lucio. Mansilla 2513,"Alsina 1433, 5to Piso, Buenos Aires",04/04/2022,Q2,30/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,21,1,,ARGENTINA
CP-0000038919,ABC333,C1028AAO,Pasteur 765 P1,Pasteur 765 P1,01/04/2022,Q2,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,82,1,,ARGENTINA
CP-0000038854,ABC493,5000,Av. General Paz 323 1 Piso,Av. General Paz 323 1 Piso,30/03/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,95,1,,ARGENTINA
CP-0000038853,ABC495,C1107CBK,"Juana Manso 555 6th floor, office E","Juana Manso 555 6Th Floor, Office E",30/03/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,34,1,,ARGENTINA
CP-0000040992,ABC669,C1057AAH,Parana 771,,16/08/2022,Q3,16/08/2022,2023,Draft,0,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",LATAM,AMER,0,48,0,,ARGENTINA
CP-0000038921,ABC685,C1001AAQ,"Av. Leandro N Alem 896, piso 8.",Avenida Leandro N. Alem 896,01/04/2022,Q2,21/08/2022,2023,Approved,1,0,0,1,0,0,0,0,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,2 Customer pre-­sales could scale up but there is limited desire to do so,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,7,1,,ARGENTINA
CP-0000024231,ABC943,C1001AAQ,"Av. Leandro N Alem 896, piso 8.",Avenida Leandro N. Alem 896,05/01/2021,Q1,21/08/2022,2022,Approved,1,0,0,1,0,0,0,0,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,2 Customer pre-­sales could scale up but there is limited desire to do so,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,7,1,,ARGENTINA
CP-0000024158,ABC1001,CP 1164,"Ing. Huergo 953/969,",Avenida Ingeniero Hurgo 953,05/01/2021,Q1,21/08/2022,2022,Approved,1,0,0,1,0,0,0,0,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,23,1,,ARGENTINA
CP-0000024118,ABC1057,1009,"Carlos Pellegrini 1163, PB","Carlos Pellegrini 1163, Pb",16/12/2020,Q4,21/08/2022,2022,Approved,1,0,0,1,1,0,0,0,0,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,33,1,,ARGENTINA
CP-0000025918,ABC1282,C1028AAO,Pasteur 765 P1,Pasteur 765 P1,31/03/2021,Q1,31/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,24,1,,ARGENTINA
CP-0000025912,ABC1286,1003,Reconquista 950,Pringles 918,31/03/2021,Q1,16/02/2022,2022,Draft,0,0,0,0,0,0,1,1,1,1,1,1 Customer has limited marketing capability,2 Customer pre-­sales could scale up but there is limited desire to do so,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",LATAM,AMER,0,12,0,,ARGENTINA
